sample;version;construct;construct_old;cub;cub2;cub3;splicing;replicate;fraction_full_length;fraction_spliced;relative_mrna_levels;relative_fl_mrna_levels;relative_spliced_mrna_levels;relative_mrna_levels_nm;relative_fl_mrna_levels_nm;relative_spliced_mrna_levels_nm;median_GFP.A;GFP.A;GFP.A_nm;log10_GFP.A;positivity_threshold;negative_cell_fraction;positive_cell_fraction;i1;i2;i3;gaussian_mean1;gaussian_mean2;intensity_shble_raw;intensity_gfp_raw;intensity_neo_raw;intensity_sample;intensity shble norm;intensity_gfp_norm;intensity_neo_norm;intnorm_shble_mrna_fl;intnorm_gfp_mrna;iBAQ_all;ibaq_100hits;ibaqraw_shble;ibaqnorm_shble;ibaqnorm_shble_nm;ibaqraw_gfp;ibaqnorm_gfp;ibaqnorm_gfp_nm;ibaqnorm_gfp_tot;ibaqnorm_gfp_tot_nm;ibaqnorm_gfp_tot_mrna_fl;ibaqnorm_gfp_tot_mrna_fl_nm;ibaq_neo;ibaqnorm_neo;ibaqnorm_neo_nm;ibaqnorm_gfp_neo;ibaqnorm_shble_neo;fluo_mrna_nm;fluo_mrna;fluo_mrna_sh1;ibaqnorm_shble_mrna;ibaqnorm_shble_mrna_fl;ibaqnorm_shble_mrna_fl_sh1;ibaqnorm_nm_shble_mrna_fl_nm;ibaqnorm_gfp_mrna;ibaqnorm_gfp_mrna_sh1;ibaqnorm_nm_gfp_mrna_nm;ibaqnorm_shble_gfp;ibaqraw_shble_gfp;ibaqraw_shble_mrna_fl;ibaqraw_gfp_mrna;slope_shble_gfp_normibaq;COUSIN_18;CAI_18;CAI_59;GC3(%);COUSIN_59;folding;freq_CpG;freq_TpA;Axis1;Axis2;Axis3;Axis4;Axis5
sh3s_r1;sh3;sh3;sh3;yes;low;undermatch;no;r1;1;0;6.397463451;6.397463451;0;1.086734863;1.086734863;0;8650;1139796934;0.699;9.056827484;18253.03;0.69;0.31;0.26;0.05;0;3.75558716519751;4.48115919692902;47866024209;134779985.6;417160229.5;1,95E+12;0.024600618;0.0000692698;0.000214398;0.022637185;0.0000637412;1950000000000;892000000000;47866024209;0.001845893;0.889325119;134779985.6;0.00000209;0.61659915;0.00113096278483081;0.409448976082608;0.00113096278483081;1.22919358786215;417160229.5;0.000214398;0.587275935;0.009768701;8.609655874;0.643211168;178163883.7;0.733848669606981;0.000288535;0.000288535;0.456467606596383;0.82;0.000000327;1.81666666666667;0.57;883.2023923;355.14193;44045724342;124022878.2;0.00089;-0.42;0.703;0.683;23.188;-0.432;-1010;0.024155;0.065217391;2.778716232;0.564362659;-0.11219738;-0.240194619;-0.157051025
sh3s_r2;sh3;sh3;sh3;yes;low;undermatch;no;r2;1;0;3.311534756;3.311534756;0;0.959264119;0.959264119;0;6693.5;729626013;0.527;8.863100309;18253.03;0.82;0.18;0.15;0.03;0;3.75875869508235;4.26253699221385;29835016769;105829981.4;216590022;2,89E+12;0.010319404;0.0000366047;0.0000749147;0.010757625;0.0000381592;2890000000000;1320000000000;29835016769;0.000717671;0.517317166;105829981.4;0.00000175;0.845285147;0.00243251170038128;0.620346185336323;0.00243251170038128;1.27039220858976;216590022;0.0000749;0.347527196;0.023409691;9.57984214;0.549379456;220328659.3;0.837690242125742;0.000216719;0.000216719;0.41617905460551;0.54;0.000000528;1.11157894736842;0.88;410.0977143;281.914599;31101983466;110324132.1;0.00089;-0.42;0.703;0.683;23.188;-0.432;-1010;0.024155;0.065217391;2.778716232;0.564362659;-0.11219738;-0.240194619;-0.157051025
sh3s_r3;sh3;sh3;sh3;yes;low;undermatch;no;r3;1;0;0.429282718;0.429282718;0;0.650670928;0.650670928;0;5835.5;401070104;0.605;8.603220291;18253.03;0.91;0.09;0.08;0.01;0;3.74301751774246;4.18437749172766;8219792180;18113994.96;77480029.48;3,04E+12;0.002707358;0.00000597;0.0000255196;0.004160871;0.00000917;3040000000000;1410000000000;8219792180;0.00022414;0.395270997;18113994.96;0.000000438;0.810197944;0.00195032460882188;0.672101882050896;0.00195032460882188;0.788527080458851;77480029.48;0.0000255;0.277705714;0.017176053;8.783053026;0.929809484;934279641.3;1.21294702685164;0.000522127;0.000522127;0.523374200720317;0.61;0.00000102;1.24390243902439;1.2;511.7351598;453.7812999;12632794591;27838949.28;0.00089;-0.42;0.703;0.683;23.188;-0.432;-1010;0.024155;0.065217391;2.778716232;0.564362659;-0.11219738;-0.240194619;-0.157051025
sh3s_r4;sh3;sh3;sh3;yes;low;undermatch;no;r4;1;0;0.080772052;0.080772052;0;0.458502022;0.458502022;0;5512.5;224819012;0.736;8.351833035;18253.03;0.97;0.03;0.03;0;0;3.73368394737228;4.01135681845868;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.605227381;2783376263;1.5648536933904;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.42;0.703;0.683;23.188;-0.432;-1010;0.024155;0.065217391;2.778716232;0.564362659;-0.11219738;-0.240194619;-0.157051025
sh3s_r5;sh3;sh3;sh3;yes;low;undermatch;no;r5;1;0;0.111748962;0.111748962;0;0.50697974;0.50697974;0;8205;412723820;0.852;8.615659535;18253.03;0.89;0.11;0.1;0.01;0;3.90426138123322;4.38413965337011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.680540528;3693312343;1.41340214981059;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.42;0.703;0.683;23.188;-0.432;-1010;0.024155;0.065217391;2.778716232;0.564362659;-0.11219738;-0.240194619;-0.157051025
sh3s_r6;sh3;sh3;sh3;yes;low;undermatch;no;r6;1;0;0.539302515;0.539302515;0;0.870550563;0.870550563;0;7961;1296951274;0.712;9.11292366;18253.03;0.78;0.22;0.18;0.05;0;3.82617903427433;4.68560061015058;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.817873229;2404867840;1.3759300470899;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.42;0.703;0.683;23.188;-0.432;-1010;0.024155;0.065217391;2.778716232;0.564362659;-0.11219738;-0.240194619;-0.157051025
sh3s_r7;sh3;sh3;sh3;yes;low;undermatch;no;r7;1;0;3.057812615;3.057812615;0;0.996540263;0.996540263;0;14878;2267195942;1.01;9.355489056;18253.03;0.58;0.42;0.33;0.09;0;4.03071762529363;4.87579234694631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.013506466;741443714;0.982847719128446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.42;0.703;0.683;23.188;-0.432;-1010;0.024155;0.065217391;2.778716232;0.564362659;-0.11219738;-0.240194619;-0.157051025
sh3s_r8;sh3;sh3;sh3;yes;low;undermatch;no;r8;1;0;1.744120841;1.744120841;0;1;1;0;18885.5;2061082447;1.05;9.314095365;18253.03;0.49;0.51;0.43;0.08;0;4.09076923872991;4.80007142538122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.05;1181731448;0.942418159893766;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.42;0.703;0.683;23.188;-0.432;-1010;0.024155;0.065217391;2.778716232;0.564362659;-0.11219738;-0.240194619;-0.157051025
sh4s_r1;sh4;sh4sp;sh4;no;NA;NA;yes;r1;0.08;0.92;5.886866863;0.470949349;5.415917514;1;0.08;0.92;9239;2215519549;1.36;9.345475586;18253.03;0.65;0.35;0.26;0.09;0;3.77243580233498;4.69032354275556;4617196919;84916997.08;24934006.85;3,75E+11;0.012301023;0.000226234;0.0000664286;0.153762789;0.000226234;375000000000;195000000000;4617196919;0.001192831;0.574689092;84916997.08;0.0000192;5.643834568;0.0158411789797456;0.907584320102113;0.00128603687130481;0.517938911550397;24934006.85;0.0000664;0.181960271;0.288585037;17.95658798;1.36;376349525.3;1.55016601969496;0.000202626;0.002532822;4.00697037196411;7.2;0.00000326;18.1111111111111;5.6;62.12661458;54.37305931;57714961488;84916997.08;0.02;-2.013;0.496;0.447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh4s_r2;sh4;sh4sp;sh4;no;NA;NA;yes;r2;0.11;0.89;2.902910313;0.319320134;2.583590179;0.840896415;0.092498606;0.748397809;9143;2560091332;1.85;9.408255459;18253.03;0.72;0.28;0.19;0.08;0.01;3.86111893810625;4.67919396165689;21919991196;447859815.6;345859784.4;3,17E+12;0.006918731;0.000141361;0.000109166;0.074798217;0.000168107;3170000000000;1440000000000;21919991196;0.000580454;0.418407346;447859815.6;0.00000499;2.403717128;0.00852344545336531;0.85174029357856;0.000944745713423364;0.439535875210979;345859784.4;0.000109166;0.506418018;0.045683088;5.317168349;2.200033163;881905073.1;3.3530058076156;0.000199956;0.001817781;3.49079858277243;4.6;0.00000172;3.62105263157895;2.9;116.3234469;48.94386688;2,37E+11;532598079.4;0.02;-2.013;0.496;0.447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh4s_r3;sh4;sh4sp;sh4;no;NA;NA;yes;r3;0.15;0.85;0.512278412;0.076841762;0.43543665;0.776468875;0.116470331;0.659998544;6488;1033252217;1.56;9.014206346;18253.03;0.88;0.12;0.09;0.02;0;3.78444344789087;4.5165248888577;9916893101;42358978.84;142040023.1;3,30E+12;0.003005338;0.000012837;0.0000430456;0.025803466;0.0000165325;3300000000000;1560000000000;9916893101;0.000220174;0.388276954;42358978.84;0.000000415;0.766241352;0.00188132681140039;0.663689218280788;0.000282651017541279;0.357065327954608;142040023.1;0.000043;0.468424627;0.009630369;5.114901407;2.009095342;2016973961;2.6185763459728;0.000429794;0.002865291;2.87213529841613;3.2;0.00000081;0.98780487804878;0.99;530.539759;234.1154903;85145229827;54553350.69;0.02;-2.013;0.496;0.447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh4s_r4;sh4;sh4sp;sh4;no;NA;NA;yes;r4;0.25;0.75;0.541487523;0.135371881;0.406115642;3.073750363;0.768437591;2.305312772;6791;1075245080;3.52;9.031507464;18253.03;0.88;0.12;0.09;0.03;0;3.79943087899819;4.62336929098315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.145180833;1985724573;1.11640257676334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.013;0.496;0.447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh4s_r5;sh4;sh4sp;sh4;no;NA;NA;yes;r5;0.3;0.7;0.202126913;0.060638074;0.141488839;0.917004043;0.275101213;0.64190283;11457;1025975882;2.12;9.011137152;18253.03;0.76;0.24;0.21;0.03;0;4.0308477942249;4.72300121856229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.311876394;5075899427;1.94250756395995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.013;0.496;0.447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh4s_r6;sh4;sh4sp;sh4;no;NA;NA;yes;r6;0.27;0.73;0.706698458;0.190808584;0.515889875;1.140763716;0.308006203;0.832757513;8834;2811308030;1.54;9.448908433;18253.03;0.71;0.29;0.18;0.09;0.01;3.84776839172252;4.96047364227413;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.349972811;3978087114;2.27603758470725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.013;0.496;0.447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh4s_r7;sh4;sh4sp;sh4;no;NA;NA;yes;r7;0.09;0.91;4.9160514;0.442444626;4.473606774;1.602139755;0.144192578;1.457947177;10930;2258949526;1;9.353906527;18253.03;0.65;0.35;0.25;0.09;0;3.89575747768493;4.81355135412771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.624165275;459504863.2;0.609113406988232;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.013;0.496;0.447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh4s_r8;sh4;sh4sp;sh4;no;NA;NA;yes;r8;0.07;0.93;2.500991232;0.175069386;2.325921846;1.433955248;0.100376867;1.333578381;26573.5;5963058909;3.04;9.7754691;18253.03;0.39;0.61;0.38;0.21;0.02;4.14851427255897;5.25331696386938;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.120010373;2384278214;1.90143631272194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.013;0.496;0.447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh4mut_r1;sh4;sh4;sh4mut;yes;low;undermatch;yes;r1;0.64;0.36;6.244127516;3.99624161;2.247885906;1.060687741;0.678840154;0.381847587;9039;1735807623;1.06;9.239501591;18253.03;0.66;0.34;0.27;0.08;0;3.75940553515235;4.60378230702735;30565969476;196510048.8;247160133.9;1,34E+12;0.022893019;0.00014718;0.000185116;0.033723726;0.000138759;1340000000000;619000000000;30565969476;0.001769968;0.852745529;196510048.8;0.00000397;1.167993452;0.00223795871107107;0.578003128054667;0.00143344845444357;0.945419506384501;247160133.9;0.000185116;0.507067099;0.021431427;9.561399339;0.999351608;277990418.8;1.14502947939424;0.000283461;0.000442908;0.700688494298407;1.3;0.000000636;3.53333333333333;1.1;445.8357683;155.5440532;45026755262;185266635.2;0.0024;-1.997;0.501;0.454;37.681;-2.319;-1151.5;0.101449;0.082125604;1.877214337;-2.001169186;-0.113433207;0.33402793;-0.005740883
sh4mut_r2;sh4;sh4;sh4mut;yes;low;undermatch;yes;r2;0.72;0.28;3.897367565;2.806104647;1.091262918;1.128964405;0.812854372;0.316110033;8255;1164115166;0.841;9.065995947;18253.03;0.76;0.24;0.19;0.05;0;3.83700619713709;4.42470765725358;26876994561;207869870.6;163909947.4;2,58E+12;0.010437143;0.0000807221;0.0000636511;0.012840114;0.000071501;2580000000000;1160000000000;26876994561;0.000786058;0.566612412;207869870.6;0.00000347;1.672794401;0.00439503095520362;0.746981026979666;0.00316832125156489;1.28593480630604;163909947.4;0.0000637;0.295275671;0.054525059;12.34948021;0.744930483;298692680.8;1.13563049353398;0.000201689;0.000280124;0.537939643004599;0.69;0.00000089;1.87368421052632;1.5;226.529683;129.2972112;33064956635;184124379.5;0.0024;-1.997;0.501;0.454;37.681;-2.319;-1151.5;0.101449;0.082125604;1.877214337;-2.001169186;-0.113433207;0.33402793;-0.005740883
sh4mut_r3;sh4;sh4;sh4mut;yes;low;undermatch;yes;r3;0.69;0.31;0.635075491;0.438202089;0.196873402;0.962594443;0.664190166;0.298404277;6479;632808672;0.955;8.801272422;18253.03;0.86;0.14;0.12;0.02;0;3.76471590138654;4.32865394431036;10356006234;20917993.26;117229929.2;2,34E+12;0.004421211;0.00000893;0.0000500481;0.006656544;0.00000928;2340000000000;1090000000000;10356006234;0.000304686;0.537313907;20917993.26;0.0000000568;0.10492929;0.00018638668411526;0.163379371693057;0.000128614243415686;1.16290173148534;117229929.2;0.00005;0.544626223;0.001134267;6.087863475;0.992110444;996430630.2;1.29363577770278;0.000479763;0.000695309;0.696969879222186;0.81;0.0000000894;0.109024390243902;0.11;5364.190141;495.0764686;15591929487;21730847.72;0.0024;-1.997;0.501;0.454;37.681;-2.319;-1151.5;0.101449;0.082125604;1.877214337;-2.001169186;-0.113433207;0.33402793;-0.005740883
sh4mut_r4;sh4;sh4;sh4mut;yes;low;undermatch;yes;r4;1;0;0.157126672;0.157126672;0;0.891928519;0.891928519;0;5492;306690072;1;8.486699717;18253.03;0.95;0.05;0.04;0.01;0;3.72497083078895;4.18440762997336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.121166079;1951865132;1.09736631781074;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.997;0.501;0.454;37.681;-2.319;-1151.5;0.101449;0.082125604;1.877214337;-2.001169186;-0.113433207;0.33402793;-0.005740883
sh5s_r1;sh5;sh5;sh5;yes;low;match;no;r1;1;0;6.577320629;6.577320629;0;1.117287138;1.117287138;0;8577.5;1059416255;0.65;9.025066632;18253.03;0.71;0.29;0.25;0.05;0;3.78721613435057;4.49111676180255;23220024143;64591005.39;138679950.9;7,58E+11;0.030620552;0.000085177;0.000182879;0.027406162;0.0000762356;758000000000;383000000000;23220024143;0.00256015;1.233444032;64591005.39;0.00000691;2.034704476;0.00269179528332022;0.622586296497638;0.00269179528332022;1.07757639556019;138679950.9;0.000182879;0.500939541;0.037791327;13.99914698;0.581766296;161071097.9;0.66344428764858;0.000389239;0.000389239;0.615783162264438;1.1;0.00000105;5.83333333333333;1.8;370.4992764;359.4931524;20782503757;57810569.18;0.0034;1.084;0.678;0.61;90.58;0.424;-1337.3;0.176329;0.009661836;-2.717042838;-1.891327667;-0.403970546;-0.095105638;-0.049778574
sh5s_r2;sh5;sh5;sh5;yes;low;match;no;r2;1;0;3.500351979;3.500351979;0;1.01395948;1.01395948;0;6723.5;684890722;0.495;8.835621283;18253.03;0.8;0.2;0.17;0.02;0;3.7433401665392;4.24466991371064;44300966110;81310989.83;305669827.5;3,12E+12;0.014179557;0.0000260255;0.0000978368;0.013984343;0.0000256672;3120000000000;1420000000000;44300966110;0.001039118;0.74902508;81310989.83;0.00000154;0.741237372;0.00147983295184393;0.497387135403717;0.00147983295184393;1.19421816268881;305669827.5;0.0000978;0.453862176;0.015718625;10.620932;0.488185189;195663386.5;0.743912798875401;0.000296861;0.000296861;0.570080751245835;0.74;0.00000044;0.926315789473684;0.73;674.7519481;544.8336836;43691061609;80191557.39;0.0034;1.084;0.678;0.61;90.58;0.424;-1337.3;0.176329;0.009661836;-2.717042838;-1.891327667;-0.403970546;-0.095105638;-0.049778574
sh5s_r3;sh5;sh5;sh5;yes;low;match;no;r3;1;0;0.650670928;0.650670928;0;0.986232704;0.986232704;0;6354;525728933;0.793;8.720761879;18253.03;0.86;0.14;0.13;0.02;0;3.75181585716707;4.29409497323194;20352026882;12060007.07;143170092.1;2,48E+12;0.008216925;0.00000487;0.0000578035;0.008331629;0.00000494;2480000000000;1150000000000;20352026882;0.000635406;1.120538785;12060007.07;0.000000541;1;0.000850699822469483;0.471578264483382;0.000850699822469482;0.923768838512026;143170092.1;0.0000578;0.62902092;0.009359485;10.99251775;0.804069868;807979749.2;1.04897569338534;0.00097654;0.00097654;0.97887265353337;1.1;0.000000831;1.01341463414634;1;1174.502773;1687.563429;20636130600;12228358.5;0.0034;1.084;0.678;0.61;90.58;0.424;-1337.3;0.176329;0.009661836;-2.717042838;-1.891327667;-0.403970546;-0.095105638;-0.049778574
sh5s_r4;sh5;sh5;sh5;yes;low;match;no;r4;1;0;0.225312616;0.225312616;0;1.278985581;1.278985581;0;5881;291050904;0.953;8.463968953;18253.03;0.95;0.05;0.05;0;0;3.75345653431143;4.19016873608622;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.74512177;1291764792;0.726248525082316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.084;0.678;0.61;90.58;0.424;-1337.3;0.176329;0.009661836;-2.717042838;-1.891327667;-0.403970546;-0.095105638;-0.049778574
sh5s_r5;sh5;sh5;sh5;yes;low;match;no;r5;1;0;0.220420962;0.220420962;0;1;1;0;8838;528917932;1.09;8.723388291;18253.03;0.86;0.14;0.13;0.01;0;3.92541493056423;4.50858321505056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.09;2399580911;0.918301108402044;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.084;0.678;0.61;90.58;0.424;-1337.3;0.176329;0.009661836;-2.717042838;-1.891327667;-0.403970546;-0.095105638;-0.049778574
sh5s_r6;sh5;sh5;sh5;yes;low;match;no;r6;NA;NA;NA;NA;NA;NA;NA;NA;8890.5;1489672358;0.818;9.173090759;18253.03;0.72;0.28;0.21;0.07;0;3.84618179524935;4.87721057859898;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.084;0.678;0.61;90.58;0.424;-1337.3;0.176329;0.009661836;-2.717042838;-1.891327667;-0.403970546;-0.095105638;-0.049778574
sh5s_r7;sh5;sh5;sh5;yes;low;match;no;r7;1;0;3.232163099;3.232163099;0;1.053361036;1.053361036;0;11511;1528256903;0.679;9.184196366;18253.03;0.64;0.36;0.29;0.07;0;3.90087974938197;4.78025843744062;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6446033;472827903.9;0.626774248825042;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.084;0.678;0.61;90.58;0.424;-1337.3;0.176329;0.009661836;-2.717042838;-1.891327667;-0.403970546;-0.095105638;-0.049778574
sh5s_r8;sh5;sh5;sh5;yes;low;match;no;r8;1;0;1.303598864;1.303598864;0;0.747424624;0.747424624;0;15905;1463651649;0.746;9.165437726;18253.03;0.55;0.45;0.39;0.06;0;4.03919834287218;4.77346470411119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.998093956;1122777635;0.895403126097203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.084;0.678;0.61;90.58;0.424;-1337.3;0.176329;0.009661836;-2.717042838;-1.891327667;-0.403970546;-0.095105638;-0.049778574
sh6s_r1;sh6;sh6sp;sh6;no;NA;NA;yes;r1;0;1;1.534214286;0;1.534214286;0.26061644;0.010424657;0.26061644;9429;2153131302;1.32;9.333070515;18253.03;0.68;0.32;0.24;0.07;0.01;3.83284933426592;4.68412372658903;2218600548;198480054.1;297359825.6;1,70E+12;0.001301284;0.000116415;0.000174412;0.124827538;0.000446692;1700000000000;793000000000;2218600548;0.0000942;0.04540557;198480054.1;0.0000034;1;0.0348360655737705;0.956566550530241;#DIV/0!;0.153871630969849;297359825.6;0.000174412;0.477746855;0.019475036;0.540354448;5.064914554;1403409760;5.78057889119451;0.0000613995;0.00362307692307692;5.73177344721268;4.355593464;0.00000222;12.3333333333333;3.8;27.70588235;11.17795215;2,13E+11;761579177.8;0.088;-1.009;0.631;0.585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh6s_r2;sh6;sh6sp;sh6;no;NA;NA;yes;r2;0;1;2.207632455;0;2.207632455;0.639492791;0.025579711;0.639492791;13100;2965052936;2.14;9.472032451;18253.03;0.61;0.39;0.28;0.1;0.01;3.9781993701768;4.77807626464684;4521701940;806990503.7;505969925.8;3,58E+12;0.001264023;0.000225591;0.000141442;0.049415072;0.000352765;3580000000000;1620000000000;4521701940;0.000117574;0.084750601;806990503.7;0.00000888;4.278235135;0.0702231641545542;0.98057509097481;#DIV/0!;0.491613483204195;505969925.8;0.000141442;0.656145478;0.062754627;0.831252386;3.346402071;1343091750;5.10643897543376;0.000053258;0.00452207692307692;8.68402723664997;3.313196143;0.00000402;8.46315789473684;6.7;13.24031532;5.603166232;1,77E+11;1261922754;0.088;-1.009;0.631;0.585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh6s_r3;sh6;sh6sp;sh6;no;NA;NA;yes;r3;0;1;0.659753955;0;0.659753955;1;0.04;1;7739.5;1264012584;1.91;9.101751398;18253.03;0.78;0.22;0.18;0.04;0;3.81712907551612;4.48488902280099;1566300603;119789961.9;93213972.59;3,55E+12;0.000441786;0.0000337876;0.0000262917;0.011044658;0.0000337876;3550000000000;1610000000000;1566300603;0.000034174;0.060265865;119789961.9;0.000000697;1.288365671;0.0199879556078116;0.955313320657808;#DIV/0!;0.818731879739824;93213972.59;0.0000263;0.28610775;0.026511028;1.299801839;1.91;1915884814;2.4873353610681;0.0000517981;0.00131438461538462;1.31752427573369;1.506646642;0.00000106;1.29268292682927;1.3;49.03012912;13.07539111;39157515510;119789961.9;0.088;-1.009;0.631;0.585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh6s_r4;sh6;sh6sp;sh6;no;NA;NA;yes;r4;0;1;0.180491149;0;0.180491149;1.024556823;0;1.024556823;5451;415520638;1.36;8.618592599;18253.03;0.94;0.06;0.05;0.01;0;3.72085084560486;4.2342554183539;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.327403195;2302166280;1.29431060182065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.009;0.631;0.585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh6s_r5;sh6;sh6sp;sh6;no;NA;NA;yes;r5;0;1;0.249711355;0;0.249711355;1.132883885;0;1.132883885;12070;1266547113;2.61;9.102621349;18253.03;0.71;0.29;0.26;0.03;0;4.03501296353674;4.71933143034804;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.303854821;5072044524;1.94103232231193;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.009;0.631;0.585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh6s_r6;sh6;sh6sp;sh6;no;NA;NA;yes;r6;0.04;0.96;0.66857748;0.026743099;0.641834381;1.079228237;0.043169129;1.036059108;10382;3730838830;2.05;9.571806488;18253.03;0.64;0.36;0.25;0.09;0.01;3.85916365696905;4.86880914584838;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.899505526;5580263978;3.1927130257701;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.009;0.631;0.585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
