sample;version;construct;construct_old;cub;cub2;cub3;splicing;replicate;fraction_full_length;fraction_spliced;relative_mrna_levels;relative_fl_mrna_levels;relative_spliced_mrna_levels;relative_mrna_levels_nm;relative_fl_mrna_levels_nm;relative_spliced_mrna_levels_nm;median_GFP.A;GFP.A;GFP.A_nm;log10_GFP.A;positivity_threshold;negative_cell_fraction;positive_cell_fraction;i1;i2;i3;gaussian_mean1;gaussian_mean2;intensity_shble_raw;intensity_gfp_raw;intensity_neo_raw;intensity_sample;intensity shble norm;intensity_gfp_norm;intensity_neo_norm;intnorm_shble_mrna_fl;intnorm_gfp_mrna;iBAQ_all;ibaq_100hits;ibaqraw_shble;ibaqnorm_shble;ibaqnorm_shble_nm;ibaqraw_gfp;ibaqnorm_gfp;ibaqnorm_gfp_nm;ibaqnorm_gfp_tot;ibaqnorm_gfp_tot_nm;ibaqnorm_gfp_tot_mrna_fl;ibaqnorm_gfp_tot_mrna_fl_nm;ibaq_neo;ibaqnorm_neo;ibaqnorm_neo_nm;ibaqnorm_gfp_neo;ibaqnorm_shble_neo;fluo_mrna_nm;fluo_mrna;fluo_mrna_sh1;ibaqnorm_shble_mrna;ibaqnorm_shble_mrna_fl;ibaqnorm_shble_mrna_fl_sh1;ibaqnorm_nm_shble_mrna_fl_nm;ibaqnorm_gfp_mrna;ibaqnorm_gfp_mrna_sh1;ibaqnorm_nm_gfp_mrna_nm;ibaqnorm_shble_gfp;ibaqraw_shble_gfp;ibaqraw_shble_mrna_fl;ibaqraw_gfp_mrna;slope_shble_gfp_normibaq;COUSIN_18;CAI_18;CAI_59;GC3(%);COUSIN_59;folding;freq_CpG;freq_TpA;Axis1;Axis2;Axis3;Axis4;Axis5
sh6s_r7;sh6;sh6sp;sh6;no;NA;NA;yes;r7;0;1;1.696427764;0;1.696427764;0.552865327;0;0.552865327;19374;5232689281;2.32;9.718724947;18253.03;0.48;0.52;0.38;0.12;0.02;4.13695270153014;5.07560442003693;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.196320309;3084534096;4.08881651241233;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.009;0.631;0.585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh6s_r8;sh6;sh6sp;sh6;no;NA;NA;yes;r8;0;1;2.031436122;0;2.031436122;1.164733586;0;1.164733586;24573;4120851086;2.1;9.614986921;18253.03;0.38;0.62;0.46;0.14;0.01;4.21385726943349;5.05998174331519;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.802987417;2028540815;1.61773955104367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.009;0.631;0.585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh6mut_r1;sh6;sh6;sh6mut;yes;low;undermatch;yes;r1;0.94;0.06;6.441961328;6.055443648;0.38651768;1.094293701;1.028636079;0.065657622;8829;1497804892;0.918;9.175455245;18253.03;0.7;0.3;0.23;0.07;0;3.81019157617784;4.62868690464941;31572985803;280479884.7;1083000169;2,45E+12;0.01288194;0.000114437;0.00044187;0.012523322;0.000104576;2450000000000;1150000000000;31572985803;0.001022583;0.492666015;280479884.7;0.00000314;0.923183815;0.00306125532916782;0.652035120843289;0.00287810864679209;1.52540463538752;1083000169;0.00044187;1.210363983;0.007096567;2.314216851;0.838897272;232507588.3;0.957687836636909;0.000158738;0.00016887;0.267155404806804;0.48;0.000000487;2.70555555555556;0.84;325.6633758;112.5677367;30694029159;256311339.9;0.0032;-0.974;0.639;0.598;15.217;-1.145;-968.3;0.004831;0.101449275;4.12691665;0.3886567;0.015501638;0.487433878;0.031935862
sh6mut_r2;sh6;sh6;sh6mut;yes;low;undermatch;yes;r2;0.86;0.14;5.825976976;5.010340199;0.815636777;1.687631592;1.451363169;0.236268423;9416;1386386080;1;9.141884189;18253.03;0.7;0.3;0.24;0.06;0;3.84939273973369;4.50145128923931;29895980629;220340057.1;891539690.3;3,02E+12;0.009883956;0.000072847;0.000294753;0.006810119;0.0000431652;3020000000000;1380000000000;29895980629;0.000809238;0.583321199;220340057.1;0.00000342;1.649774427;0.00420841239488198;0.738783600572956;0.00362136828890648;2.419320890906;891539690.3;0.000294753;1.367350915;0.011612503;2.745478418;0.592546386;237966282;0.904748538023453;0.000138902;0.000161514;0.310165439234928;0.4;0.000000587;1.23578947368421;0.98;236.6192982;135.6810969;20598552635;130561704.4;0.0032;-0.974;0.639;0.598;15.217;-1.145;-968.3;0.004831;0.101449275;4.12691665;0.3886567;0.015501638;0.487433878;0.031935862
sh6mut_r3;sh6;sh6;sh6mut;yes;low;undermatch;yes;r3;0.84;0.16;0.648419777;0.544672613;0.103747164;0.982820599;0.825569303;0.157251296;6176;572764680;0.864;8.757976229;18253.03;0.88;0.12;0.1;0.02;0;3.75806295729689;4.30110036107505;6701594029;35813018.59;359669893.1;3,07E+12;0.002182645;0.000011664;0.000117141;0.002643806;0.0000118678;3070000000000;1430000000000;6701594029;0.000184751;0.325808477;35813018.59;0.000000724;1.337771321;0.00390349103652783;0.80415217990042;0.00328098163778972;1.3216704816017;359669893.1;0.000117141;1.274734913;0.006178443;1.577167687;0.879102454;883323889.9;1.14679271455643;0.000284925;0.000339196;0.340006234857666;0.39;0.00000112;1.36585365853659;1.4;255.1809392;187.1273155;8117542652;36439019.11;0.0032;-0.974;0.639;0.598;15.217;-1.145;-968.3;0.004831;0.101449275;4.12691665;0.3886567;0.015501638;0.487433878;0.031935862
sh6mut_r4;sh6;sh6;sh6mut;yes;low;undermatch;yes;r4;1;0;0.195467411;0.195467411;0;1.109569472;1.109569472;0;5126;243147488;0.796;8.385869787;18253.03;0.97;0.03;0.02;0;0;3.70179538975771;4.04269135185165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.717395368;1243928525;0.699354295908903;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.974;0.639;0.598;15.217;-1.145;-968.3;0.004831;0.101449275;4.12691665;0.3886567;0.015501638;0.487433878;0.031935862
sh7s_r1;sh7;sh7sp;sh7;no;NA;NA;yes;r1;0.15;0.85;5.725890179;0.858883527;4.867006652;0.972654947;0.145898242;0.826756705;9955;1823355577;1.12;9.26087137;18253.03;0.64;0.36;0.28;0.08;0;3.78899001610724;4.63074488008079;44695949642;205870074.1;729129988.9;2,00E+12;0.02237904;0.000103078;0.000365072;0.153388006;0.000105976;2000000000000;912000000000;44695949642;0.001471443;0.708920409;205870074.1;0.00000237;0.697693041;0.00160807375155464;0.496009078400324;0.000241541216451893;0.299543404299924;729129988.9;0.000365072;1;0.006491432;4.030555616;1.151487486;318440542.9;1.31164164084783;0.000256981;0.001713204;2.71031982078898;4.7;0.000000414;2.3;0.72;620.8620253;217.1075609;3,06E+11;211657869.8;0.0027;0.705;0.781;0.742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh7s_r2;sh7;sh7sp;sh7;no;NA;NA;yes;r2;0.19;0.81;4.384766447;0.833105625;3.551660822;1.270150983;0.241328687;1.028822296;12623.5;1970466123;1.42;9.294568973;18253.03;0.59;0.41;0.31;0.1;0;3.87446445287084;4.59119457683788;48282962109;321740010.3;715470070.9;2,79E+12;0.017331018;0.000115488;0.000256816;0.071814994;0.0000909243;2790000000000;1300000000000;48282962109;0.001387294;1;321740010.3;0.00000437;2.106568597;0.00314012577748652;0.678101426453066;0.000598145281420203;0.581967824936304;715470070.9;0.000256816;1.191362234;0.017018176;5.401898636;1.117977326;449389071.7;1.70857863646536;0.000316389;0.001665208;3.19780310522627;4;0.000000997;2.09894736842105;1.7;317.4585812;150.0682556;2,00E+11;253308476.4;0.0027;0.705;0.781;0.742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh7s_r3;sh7;sh7sp;sh7;no;NA;NA;yes;r3;0.26;0.74;0.815072332;0.211918806;0.603153526;1.235418637;0.321208846;0.914209791;6118.5;662562722;1;8.821226997;18253.03;0.86;0.14;0.12;0.02;0;3.73965713342987;4.31325461199633;15856984756;10665998.21;270080071.6;2,94E+12;0.005395319;0.00000363;0.0000918944;0.01679692;0.00000294;2940000000000;1340000000000;15856984756;0.000396118;0.698554282;10665998.21;0.000000403;0.745324956;0.00101633961379095;0.516196186207645;0.000264447187619608;0.71299419520536;270080071.6;0.0000919;1;0.004387961;4.310578229;0.809442217;812888250.1;1.05534825178196;0.000485991;0.001869197;1.87366193639443;2.2;0.000000494;0.602439024390244;0.6;982.9230769;1486.685488;49366587980;8633509.234;0.0027;0.705;0.781;0.742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh7s_r4;sh7;sh7sp;sh7;no;NA;NA;yes;r4;0.3;0.7;0.455334917;0.136600475;0.318734442;2.584705661;0.775411698;1.809293963;5430;366209166;1.2;8.56372921;18253.03;0.92;0.08;0.07;0.01;0;3.71075094088895;4.16302141611972;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.464269498;804263307.1;0.452168261727326;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.705;0.781;0.742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh7s_r5;sh7;sh7sp;sh7;no;NA;NA;yes;r5;0.37;0.63;0.145423601;0.053806732;0.091616869;0.659753955;0.244108963;0.415644992;7818;396976697;0.819;8.598765014;18253.03;0.91;0.09;0.08;0.01;0;3.88437978141911;4.36376170527199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.241371869;2729795532;1.04467169715143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.705;0.781;0.742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh7s_r6;sh7;sh7sp;sh7;no;NA;NA;yes;r6;0.31;0.69;0.340132004;0.105440921;0.234691083;0.549046407;0.170204386;0.378842021;10192;2066407425;1.13;9.315215954;18253.03;0.68;0.32;0.23;0.09;0;3.88414949286859;4.85147009648968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.058113824;6075310168;3.47595059757712;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.705;0.781;0.742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh7s_r7;sh7;sh7sp;sh7;no;NA;NA;yes;r7;0.22;0.78;3.068428571;0.675054286;2.393374286;1;0.22;0.78;14852;2722643906;1.21;9.434990844;18253.03;0.56;0.44;0.32;0.12;0;3.95312117863543;4.90882778098651;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.21;887308875.7;1.17620459675806;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.705;0.781;0.742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh7s_r8;sh7;sh7sp;sh7;no;NA;NA;yes;r8;0.22;0.78;2.527130209;0.555968646;1.971161563;1.448942155;0.318767274;1.130174881;16950;1962279459;1;9.292760858;18253.03;0.52;0.48;0.39;0.09;0;4.03801390787513;4.808526956324;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.690158676;776485300.4;0.619238702013053;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.705;0.781;0.742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sh7mut_r1;sh7;sh7;sh7mut;yes;low;match;yes;r1;1;0;6.17954236;6.17954236;0;1.049716684;1.049716684;0;10409;1540303699;0.944;9.187606358;18253.03;0.64;0.36;0.28;0.08;0;3.80937834820072;4.61717219037093;75236936013;254319976.9;1319700633;2,35E+12;0.031984852;0.000108117;0.000561033;0.030469986;0.000102996;2350000000000;1080000000000;75236936013;0.002225002;1.071974469;254319976.9;0.00000258;0.760098096;0.00115820652169034;0.414884273975251;0.00115820652169034;1.03696371301526;1319700633;0.000561033;1.536773568;0.004601886;3.965902184;0.89929027;249258538.8;1.02668421504869;0.000360059;0.000360059;0.569619872679179;1;0.000000418;2.32222222222222;0.72;862.403876;295.83573;71673564077;242274873.6;0.0008;0.619;0.764;0.742;55.797;0.78;-1240.6;0.062802;0.038647343;-0.014198684;0.029854451;0.74587722;-0.045710149;0.081541873
sh7mut_r2;sh7;sh7;sh7mut;yes;low;match;yes;r2;1;0;6.287558858;6.287558858;0;1.821339667;1.821339667;0;10673;1383766118;1;9.141062693;18253.03;0.65;0.35;0.28;0.07;0;3.86645875142912;4.52598496877286;79838936027;114230004.6;855660032.4;2,53E+12;0.031611985;0.000045229;0.000338796;0.017356447;0.0000248328;2530000000000;1170000000000;79838936027;0.002429491;1.751244509;114230004.6;0.00000159;0.767819272;0.000654030038489051;0.304803426491725;0.000654030038489051;1.87202003988018;855660032.4;0.000338796;1.571665159;0.004701974;7.170955383;0.549046407;220080026.2;0.836744938312787;0.000386397;0.000386397;0.742022333816625;0.96;0.000000253;0.532631578947368;0.42;1527.981761;698.9313912;43835280960;62717573.59;0.0008;0.619;0.764;0.742;55.797;0.78;-1240.6;0.062802;0.038647343;-0.014198684;0.029854451;0.74587722;-0.045710149;0.081541873
sh7mut_r3;sh7;sh7;sh7mut;yes;low;match;yes;r3;1;0;0.820741609;0.820741609;0;1.244011653;1.244011653;0;5735;484719797;0.732;8.685490758;18253.03;0.88;0.12;0.11;0.01;0;3.71701806210438;4.21198353855297;28410030022;32083018.55;457419867.1;3,68E+12;0.007727234;0.00000873;0.000124413;0.006211545;0.00000701;3680000000000;1670000000000;28410030022;0.000606292;1.069196232;32083018.55;0.000000611;1.129513078;0.00100675066691053;0.513716421203492;0.00100675066691053;1.34292078112304;457419867.1;0.000124413;1.353869224;0.004911697;4.873220644;0.588418925;590587575.7;0.766742003544111;0.000738712;0.000738712;0.740476555632071;0.86;0.000000744;0.907317073170732;0.91;992.294599;885.5161174;22837430786;25789966.25;0.0008;0.619;0.764;0.742;55.797;0.78;-1240.6;0.062802;0.038647343;-0.014198684;0.029854451;0.74587722;-0.045710149;0.081541873
sh7mut_r4;sh7;sh7;sh7mut;yes;low;match;yes;r4;1;0;0.172539669;0.172539669;0;0.979420298;0.979420298;0;5253;248092458;0.812;8.394613562;18253.03;0.96;0.04;0.03;0;0;3.7095987579732;4.05825825944731;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.829061846;1437886482;0.808400215933661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.619;0.764;0.742;55.797;0.78;-1240.6;0.062802;0.038647343;-0.014198684;0.029854451;0.74587722;-0.045710149;0.081541873
sh8s_r1;sh8;sh8;sh8;yes;low;undermatch;no;r1;1;0;5.886866863;5.886866863;0;1;1;0;8340;1237438052;0.759;9.092523467;18253.03;0.7;0.3;0.25;0.05;0;3.76095547857287;4.49792723363684;24709999246;78752041.1;304510193.7;7,64E+11;0.032347601;0.000103093;0.000398631;0.032347601;0.000103093;764000000000;356000000000;24709999246;0.002351517;1.132927605;78752041.1;0.00000432;1.271983231;0.00183374316644148;0.528910765405192;0.00183374316644148;0.944726597339844;304510193.7;0.000398631;1.091924333;0.010838394;5.898981765;0.759;210203165.9;0.8658169682843;0.000399451;0.000399451;0.631938731601129;1.1;0.000000734;4.07777777777778;1.3;544.3326389;313.7696357;24709999246;78752041.1;0.0016;0.656;0.773;0.72;50;-0.158;-1149;0.067633;0.038647343;0.671083083;-0.166438016;0.019812884;-0.389129337;0.110323926
sh8s_r2;sh8;sh8;sh8;yes;low;undermatch;no;r2;1;0;5.360992066;5.360992066;0;1.55293775;1.55293775;0;9502.5;1339313491;0.968;9.126882244;18253.03;0.68;0.32;0.26;0.06;0;3.82573943628665;4.44696756123881;54659964525;190369946.5;740289501.5;2,29E+12;0.023876187;0.0000831561;0.000323368;0.015374851;0.0000535476;2290000000000;1060000000000;54659964525;0.001638049;1.18075116;190369946.5;0.00000243;1.169994023;0.00148127467648169;0.49771197297823;0.00148127467648169;1.79880982913244;740289501.5;0.000323368;1.500095099;0.007506649;5.065587813;0.623334709;249825680.5;0.949838007693415;0.00030555;0.00030555;0.58676678156836;0.76;0.000000453;0.953684210526316;0.75;674.0942387;287.1249666;35197782091;122586978.5;0.0016;0.656;0.773;0.72;50;-0.158;-1149;0.067633;0.038647343;0.671083083;-0.166438016;0.019812884;-0.389129337;0.110323926
sh8s_r3;sh8;sh8;sh8;yes;low;undermatch;no;r3;1;0;1.261377409;1.261377409;0;1.911890635;1.911890635;0;6519;772021334;1.17;8.887629302;18253.03;0.82;0.18;0.15;0.03;0;3.75006333737891;4.35322007451075;24769985843;66785982.33;552619721.2;3,02E+12;0.008203218;0.0000221179;0.000183014;0.004290631;0.0000115686;3020000000000;1370000000000;24769985843;0.000583366;1.02876622;66785982.33;0.00000138;2.552073803;0.00235999904231923;0.71270254649966;0.00235999904231923;2.38341052634767;552619721.2;0.000183014;1.991568583;0.007544232;3.187548494;0.61195969;612046266.7;0.79460117364479;0.000462483;0.000462483;0.46358772955954;0.54;0.00000109;1.32926829268293;1.3;422.7289855;370.886;12955754576;34931905.16;0.0016;0.656;0.773;0.72;50;-0.158;-1149;0.067633;0.038647343;0.671083083;-0.166438016;0.019812884;-0.389129337;0.110323926
sh8s_r4;sh8;sh8;sh8;yes;low;undermatch;no;r4;1;0;0.302498522;0.302498522;0;1.717130873;1.717130873;0;5960;340621739;1.12;8.532272362;18253.03;0.94;0.06;0.06;0.01;0;3.75664818698728;4.21043266091229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.652250808;1126027778;0.633068820298222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.656;0.773;0.72;50;-0.158;-1149;0.067633;0.038647343;0.671083083;-0.166438016;0.019812884;-0.389129337;0.110323926
sh8s_r5;sh8;sh8;sh8;yes;low;undermatch;no;r5;1;0;0.07632679;0.07632679;0;0.346277367;0.346277367;0;6922;308969936;0.638;8.489916223;18253.03;0.94;0.06;0.06;0;0;3.8348044959005;4.25180852219356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.842453654;4047988066;1.54913381364453;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.656;0.773;0.72;50;-0.158;-1149;0.067633;0.038647343;0.671083083;-0.166438016;0.019812884;-0.389129337;0.110323926
sh8s_r6;sh8;sh8;sh8;yes;low;undermatch;no;r6;1;0;0.574017516;0.574017516;0;0.926588062;0.926588062;0;10089;2101384291;1.15;9.322505481;18253.03;0.69;0.31;0.23;0.08;0;3.89691310744647;4.85764965812896;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.241112472;3660836528;2.09452465228171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.656;0.773;0.72;50;-0.158;-1149;0.067633;0.038647343;0.671083083;-0.166438016;0.019812884;-0.389129337;0.110323926
sh8s_r7;sh8;sh8;sh8;yes;low;undermatch;no;r7;1;0;3.369419364;3.369419364;0;1.098092814;1.098092814;0;11165;1902055035;0.845;9.279223079;18253.03;0.64;0.36;0.27;0.08;0;3.89467806157544;4.81692026283446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.769516009;564505284;0.748300538987853;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.656;0.773;0.72;50;-0.158;-1149;0.067633;0.038647343;0.671083083;-0.166438016;0.019812884;-0.389129337;0.110323926
sh8s_r8;sh8;sh8;sh8;yes;low;undermatch;no;r8;1;0;2.943433431;2.943433431;0;1.687631592;1.687631592;0;19370;2500550840;1.27;9.398035689;18253.03;0.48;0.52;0.4;0.12;0;4.01352068695327;4.88936109277194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.75253391;849535380.5;0.677495357689305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.656;0.773;0.72;50;-0.158;-1149;0.067633;0.038647343;0.671083083;-0.166438016;0.019812884;-0.389129337;0.110323926
sh9s_r1;sh9;sh9;sh9;yes;high;overmatch;no;r1;1;0;6.952346563;6.952346563;0;1.180992661;1.180992661;0;7942;1024221920;0.628;9.010394066;18253.03;0.73;0.27;0.22;0.04;0;3.7688635638862;4.41683320101396;40970980323;61529011.91;206129893.2;9,70E+11;0.042227704;0.0000634163;0.000212453;0.03575611;0.0000536975;970000000000;453000000000;40970980323;0.003177154;1.530707825;61529011.91;0.00000156;0.458824499;0.000490764504135949;0.230619273416741;0.000490764504135949;0.973400636913634;206129893.2;0.000212453;0.581948218;0.007335646;14.95462055;0.531756056;147320319.9;0.60680547886311;0.00045699;0.00045699;0.722966473871388;1.3;0.000000224;1.24444444444444;0.39;2036.637179;665.8806805;34691985544;52099402.43;0.00035;2.057;0.839;0.783;61.594;1.607;-1330.5;0.074879;0.024154589;-1.090533903;0.034828581;1.194573695;-0.115508528;-0.112531543
sh9s_r2;sh9;sh9;sh9;yes;high;overmatch;no;r2;1;0;6.265805557;6.265805557;0;1.815038311;1.815038311;0;9270;1293782348;0.935;9.111861221;18253.03;0.69;0.31;0.25;0.06;0;3.82496174075849;4.42624306552772;72612086682;163339933.8;593510038;2,85E+12;0.02547835;0.0000573132;0.000208253;0.014037362;0.0000315769;2850000000000;1310000000000;72612086682;0.001826452;1.316557269;163339933.8;0.00000129;0.620006555;0.000705788891429972;0.320158079644061;0.000705788891429972;2.28223808893884;593510038;0.000208253;0.966079837;0.006176814;8.770351448;0.515140642;206483003.1;0.785049014555;0.000291495;0.000291495;0.559776085724985;0.72;0.000000206;0.433684210526316;0.34;1415.854264;444.5458315;40005814887;89992554.32;0.00035;2.057;0.839;0.783;61.594;1.607;-1330.5;0.074879;0.024154589;-1.090533903;0.034828581;1.194573695;-0.115508528;-0.112531543
sh9s_r3;sh9;sh9;sh9;yes;high;overmatch;no;r3;1;0;0.367292158;0.367292158;0;0.556710809;0.556710809;0;5632;366090337;0.553;8.563588266;18253.03;0.93;0.07;0.06;0.01;0;3.73094149743196;4.19361681836894;17193002342;32473010.59;137210035.3;3,45E+12;0.00497743;0.0000094;0.0000397228;0.008940782;0.0000168868;3450000000000;1580000000000;17193002342;0.000375196;0.661658325;32473010.59;0.000000579;1.06937382;0.0015408156476615;0.617766586882186;0.0015408156476615;0.522959028766652;137210035.3;0.0000397;0.432265731;0.014564507;9.445356319;0.993334405;996727887.3;1.29402169761339;0.001021519;0.001021519;1.02395909452225;1.2;0.00000158;1.92682926829268;1.9;648.0069085;529.4551392;30883183987;58330124.12;0.00035;2.057;0.839;0.783;61.594;1.607;-1330.5;0.074879;0.024154589;-1.090533903;0.034828581;1.194573695;-0.115508528;-0.112531543
sh9s_r4;sh9;sh9;sh9;yes;high;overmatch;no;r4;1;0;0.175555609;0.175555609;0;0.996540263;0.996540263;0;5419.5;254166703;0.832;8.405118655;18253.03;0.96;0.04;0.04;0;0;3.72198932133238;4.0493689663845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.834888495;1447784572;0.81396506280683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.057;0.839;0.783;61.594;1.607;-1330.5;0.074879;0.024154589;-1.090533903;0.034828581;1.194573695;-0.115508528;-0.112531543
sh9s_r5;sh9;sh9;sh9;yes;high;overmatch;no;r5;1;0;0.348283331;0.348283331;0;1.580082624;1.580082624;0;9033.5;484491683;1;8.685286326;18253.03;0.85;0.15;0.14;0.01;0;3.93295232944485;4.42060824587926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.632878297;1391084899;0.532357462412338;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.057;0.839;0.783;61.594;1.607;-1330.5;0.074879;0.024154589;-1.090533903;0.034828581;1.194573695;-0.115508528;-0.112531543
sh9s_r6;sh9;sh9;sh9;yes;high;overmatch;no;r6;1;0;0.71905133;0.71905133;0;1.160703914;1.160703914;0;8466;1300175528;0.714;9.114001987;18253.03;0.76;0.24;0.19;0.05;0;3.84416447661022;4.70025064243302;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.615143958;1808181801;1.03453987334166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.057;0.839;0.783;61.594;1.607;-1330.5;0.074879;0.024154589;-1.090533903;0.034828581;1.194573695;-0.115508528;-0.112531543
sh9s_r7;sh9;sh9;sh9;yes;high;overmatch;no;r7;1;0;3.648997089;3.648997089;0;1.189207115;1.189207115;0;13432;2256366418;1;9.353409627;18253.03;0.58;0.42;0.31;0.1;0;3.9332160639485;4.8734023892085;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.840896415;618352485.1;0.819679657568641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.057;0.839;0.783;61.594;1.607;-1330.5;0.074879;0.024154589;-1.090533903;0.034828581;1.194573695;-0.115508528;-0.112531543
sh9s_r8;sh9;sh9;sh9;yes;high;overmatch;no;r8;1;0;1.673072542;1.673072542;0;0.959264119;0.959264119;0;15000.5;1367022961;0.697;9.135775809;18253.03;0.57;0.43;0.38;0.05;0;4.00464083679491;4.64403868116887;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.726598636;817073334.6;0.651607224124576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.057;0.839;0.783;61.594;1.607;-1330.5;0.074879;0.024154589;-1.090533903;0.034828581;1.194573695;-0.115508528;-0.112531543
